ID,Sex,Marital status,Age,Education,Income,Occupation,Settlement size,component 1,component 2,component 3,K-means PCA
100000501,1,1,27,1,118613,1,1,-0.20678191620140374,0.527866847995104,-1.6209366382243622,1
100000502,0,0,42,1,146237,1,1,1.5236245107891986,-0.679273914938691,0.6842260250071998,0
100000503,0,1,49,2,144461,1,2,2.0210048855697114,1.5198947041999686,0.18385083669450927,2
100000504,0,0,38,1,124487,1,0,0.5946363357160552,-0.8629374250784482,0.868539508909304,0
100000505,1,1,24,1,97826,1,0,-1.1016683230084567,0.37935196471347943,-1.3868929066370579,1
100000506,0,0,27,0,64105,0,0,-1.3245921448416038,-2.660248674350235,0.6080197377319848,3
100000507,0,0,36,1,156374,1,2,2.070258536871523,-0.8512569832730342,0.01575514303540901,0
100000508,0,0,34,1,205383,2,2,3.3690692822644235,-0.5888368939045684,-0.7874158471170295,0
100000509,0,1,28,1,98964,1,2,0.7808836973576492,-0.41490094081538587,-1.1872473516090933,0
100000510,0,0,45,1,221842,2,2,3.8306496857467294,-0.178774990286161,-0.264385264473407,0
100000511,0,0,26,0,88027,1,2,0.7949040773522211,-2.5586152106769666,-0.7057811027449574,0
100000512,0,0,32,0,160513,2,2,2.5764113237738133,-1.9449967571130935,-1.1662580551320785,0
100000513,0,0,26,0,124536,1,2,1.2573555394637617,-2.389317717334432,-0.8237259163583298,0
100000514,0,1,20,1,93634,1,0,-0.5929489637070118,-0.6054308117343099,-0.9422023777649058,1
100000515,0,0,54,1,124725,1,0,0.9601760413713666,-0.3746510483333957,1.7082174402661678,0
100000516,1,1,37,1,102456,1,0,-0.7495580845005639,0.7969958604782827,-0.7185351129516165,1
100000517,0,0,40,1,74975,0,0,-0.7189380452407019,-1.1250845251873607,1.6768225472345817,3
100000518,1,1,23,1,153861,1,1,0.13840683862037093,0.5728303220913883,-1.940490620072356,1
100000519,0,0,43,1,119351,1,2,1.7543841918720635,-0.8080827492755119,0.5053482601922351,0
100000520,0,0,36,1,95438,1,2,1.2886210523239734,-1.1307913559759337,0.21667449905919442,0
100000521,0,0,44,1,147967,1,2,2.1396667134854956,-0.6449845464806548,0.4653670312109597,0
100000522,1,1,24,1,116863,1,1,-0.3107756812560945,0.4327060549920194,-1.7671106513260844,1
100000523,0,0,53,1,170622,1,1,2.0744944723754446,-0.229009601585964,1.1862663483016083,0
100000524,1,1,23,1,132426,1,1,-0.13739770246245003,0.4747656776180216,-1.8694599682572488,1
100000525,1,1,26,1,77519,0,0,-2.0485401236356906,0.2536356739047273,-0.6716162104216511,1
100000526,0,0,30,0,169405,1,2,1.9116688561392587,-2.058010121086414,-0.7566287679317244,0
100000527,1,1,31,1,120030,1,0,-0.6713688977998126,0.6984250925612362,-1.086957323009923,1
100000528,0,0,42,1,77933,0,0,-0.6418164495540845,-1.0487120620286488,1.7746751539043104,3
100000529,0,1,31,1,109892,1,1,0.41760314533553144,-0.2317714074632679,-0.7379722380138276,0
100000530,0,0,41,1,69062,0,0,-0.7787393613433403,-1.1197078018746365,1.7515942787649463,3
100000531,0,0,32,0,116348,1,0,0.16241095841872122,-2.166157581315564,0.16682371511181918,0
100000532,1,1,28,1,137188,1,1,0.03363459969540665,0.6498921033037625,-1.6211339626270553,1
100000533,0,1,41,1,110199,1,0,0.09049338050589573,0.11149288809308495,0.10828254762674429,1
100000534,0,1,26,1,109890,1,1,0.2992432263445485,-0.3824588452494757,-0.9985089339472437,0
100000535,0,0,25,0,109751,1,2,1.0333620965504766,-2.483962559875155,-0.8226489286740191,0
100000536,0,1,33,1,129651,1,1,0.7104830139532596,-0.07840419529871724,-0.6956195503765712,0
100000537,1,1,75,3,170113,2,1,2.6047530806997377,4.5016783563709195,1.0357503435882844,2
100000538,1,1,37,1,140285,1,1,0.2769932239944336,0.9382286517954443,-1.1584746651335738,1
100000539,0,0,42,1,198029,2,2,3.44167952283817,-0.3745346851003708,-0.3369941022684551,0
100000540,1,1,45,2,120262,0,0,-0.9020944168123294,2.1189464253533394,0.6089223517572672,1
100000541,0,1,23,1,105137,1,1,0.16548846223049907,-0.49411478110247076,-1.1384208789525878,0
100000542,0,0,60,2,127371,1,0,1.2903362677916246,0.9131831063348018,2.4411772637170115,2
100000543,0,0,31,0,145689,1,0,0.5047806997220889,-2.0584901825028066,0.022261876151149152,0
100000544,0,0,34,1,102617,0,1,0.03683975631918236,-1.211986228115713,0.9570311097851452,3
100000545,0,0,61,2,90709,0,0,0.1228651999247774,0.6783137862785827,3.1529294139109516,3
100000546,0,0,43,1,107099,1,1,1.0233342031169597,-0.8218703109918819,0.8744920450094421,0
100000547,1,1,37,1,116021,1,2,0.522768647653186,0.7897444370168467,-1.4002046085687756,1
100000548,0,0,32,0,100426,1,2,1.0686417162246813,-2.312444796710489,-0.42266468922757366,0
100000549,1,1,24,1,62249,0,0,-2.302958022562337,0.1267968542130362,-0.7208258420391848,1
100000550,0,0,35,1,172957,1,1,1.6727592410138608,-0.7589754340430462,0.24297299634230393,0
100000551,1,1,23,1,95003,1,1,-0.6288063453601818,0.3066255835717164,-1.7413409360861574,1
100000552,0,0,45,1,109698,0,0,-0.18356767193301401,-0.8063145091404373,1.8346613526670907,3
100000553,0,1,34,1,157376,1,0,0.5161743972764595,0.12124456602183259,-0.40629724011986595,0
100000554,0,0,27,0,123191,1,2,1.238814263525424,-2.357604289857236,-0.7568131814898784,0
100000555,1,1,67,3,171052,2,0,1.8620582364366733,4.304682476044622,0.9410049908371798,2
100000556,0,0,22,0,99328,1,0,-0.29937851090038053,-2.543478868405178,-0.2953177971144711,3
100000557,1,1,28,1,133799,1,2,0.5349409056679938,0.6009677019955639,-1.9266088924755442,1
100000558,1,1,29,1,138256,1,2,0.6140131824969683,0.6520972191932364,-1.8884624181550982,1
100000559,0,0,27,0,115638,1,0,0.02129957815670031,-2.315848901906533,-0.0856985885572477,0
100000560,0,0,31,0,82238,0,0,-1.0343431027960404,-2.4450323988969265,0.7720455246735018,3
100000561,0,0,49,1,127543,1,1,1.4124016588173818,-0.5425622024674378,1.1260400605879008,0
100000562,0,0,24,0,63987,0,0,-1.4287996389246531,-2.741357367051174,0.4652517694890852,3
100000563,1,1,29,1,114784,1,0,-0.8056656952753402,0.620195886378137,-1.1657036275927848,1
100000564,0,0,37,1,217450,1,1,2.275561986196024,-0.48986459132975785,0.20682409767107832,0
100000565,0,0,37,1,173751,2,2,3.002461602500841,-0.6336458921848118,-0.5135546039156897,0
100000566,1,1,23,1,122850,1,0,-0.8434377147394129,0.47614597948465803,-1.505268815372068,1
100000567,0,1,36,1,104953,1,0,-0.11181278599076594,-0.05807192650820198,-0.12803260417972553,1
100000568,0,0,34,1,152371,1,1,1.3774887624880705,-0.8812042826975144,0.26187515795388155,0
100000569,0,0,41,1,139905,1,0,0.8207565001734173,-0.6885616112250419,0.9917504973789822,0
100000570,1,1,31,1,156700,1,1,0.32789998795262526,0.8381957587753429,-1.5179165296779444,1
100000571,1,1,23,1,86488,0,0,-2.03136408911043,0.21271485300434773,-0.8463499705242779,1
100000572,0,0,38,1,147472,1,0,0.8458533096902422,-0.7439562465144096,0.8108758310029914,0
100000573,1,1,26,1,169991,2,0,0.5434038301712968,0.8826442103025173,-2.0391020210806956,1
100000574,1,1,22,1,62381,0,0,-2.362375666834446,0.07140835189526645,-0.8197538397737463,1
100000575,0,0,27,0,70926,0,0,-1.279249022463998,-2.6158720843544385,0.603043670364123,3
100000576,1,1,24,1,113004,1,1,-0.39208976168983484,0.4248805208979004,-1.7411676216681335,1
100000577,1,1,27,1,125760,1,0,-0.7207884268316243,0.6129391009105496,-1.3025460393939177,1
100000578,1,1,33,1,111918,1,2,0.35984151196453285,0.6552324055985227,-1.5886164028182177,1
100000579,0,1,27,1,120674,1,1,0.4323417606609603,-0.29388195132773476,-0.969950582290602,0
100000580,0,1,27,1,63597,0,0,-1.575564597824428,-0.6160166071165222,0.0778613866923419,3
100000581,0,0,30,0,103069,1,1,0.47702469479294,-2.3168419690495075,-0.20506597994125536,0
100000582,0,0,49,1,108079,0,0,-0.12980176494927975,-0.6869478778569809,2.0568002064703284,3
100000583,1,1,26,1,101159,1,1,-0.5005665823567914,0.4320170022952921,-1.596285678305738,1
100000584,0,0,33,1,88211,0,0,-0.7524111976659626,-1.2636470425350217,1.2840372824161195,3
100000585,1,1,52,2,159052,2,1,1.7306891660990549,2.673375329889595,-0.5413384159159718,2
100000586,1,1,20,1,102623,1,2,-0.06287924674544007,0.21953275189656393,-2.2371169093766285,1
100000587,0,0,36,1,115589,1,0,0.3858421454573029,-0.9493345601094506,0.8133245761769183,0
100000588,0,0,21,0,59127,0,0,-1.5752803583198993,-2.849979335780044,0.33041011162358064,3
100000589,0,1,47,2,82240,0,0,-0.7085198838239642,1.16699112819268,1.487450532745259,3
100000590,0,0,60,2,129425,1,1,1.847006066163282,0.893715309025689,2.1237617377780644,2
100000591,1,1,58,2,87058,0,0,-1.0543898292608074,2.368963157864771,1.4099641733425574,2
100000592,1,1,42,2,128462,1,2,0.9434835308836239,2.0959216906143334,-0.7469042397000469,2
100000593,1,1,36,1,121403,0,0,-1.3012288268043197,0.7725296431619278,-0.27350789056366026,1
100000594,1,1,20,1,88141,0,0,-2.0933378107176344,0.13367111502024479,-1.0030667740765937,1
100000595,0,0,40,1,134946,2,2,2.5609132770848135,-0.7166591094579925,-0.22313467208053347,0
100000596,1,1,32,1,94058,0,0,-1.742567464994389,0.5252768870011694,-0.39347875797110915,1
100000597,1,1,23,1,99285,1,1,-0.6019472119743962,0.33498228777333255,-1.7437975236344696,1
100000598,0,0,36,1,108432,0,0,-0.43478338000234384,-1.0765206169114718,1.3789884915867763,3
100000599,0,0,31,0,111369,1,0,0.035428982507491824,-2.2068863424632457,0.14752323154241112,0
100000600,0,0,32,0,122612,1,2,1.3192840442500293,-2.200132400390376,-0.4817136597339486,0
100000601,1,1,45,2,134350,1,0,-0.03652362383398122,2.2915752576154427,0.03867127049892401,2
100000602,1,1,30,1,108838,1,2,0.2371625349894915,0.5544749625862165,-1.7297298864976336,1
100000603,1,1,34,1,90852,0,0,-1.7413328428461832,0.572385754270523,-0.2766233378402498,1
100000604,1,1,28,1,151580,2,2,1.4557869099227083,0.7880835763595628,-2.5123209753861344,0
100000605,1,1,23,1,115681,1,1,-0.39851148119898777,0.412331989764706,-1.7950004993825082,1
100000606,0,0,22,0,131699,1,1,0.6411071142185986,-2.4222993649078357,-0.7105901366841912,0
100000607,0,0,74,2,192481,2,1,3.6837333087894155,1.7092442892580477,2.116712650545323,2
100000608,1,1,50,2,155122,1,2,1.4570304134406606,2.4648195313375827,-0.41055904886285105,2
100000609,0,0,33,1,106015,1,2,1.3004924198817378,-1.1562852068570877,0.04741334290492924,0
100000610,0,0,45,1,108378,1,0,0.48812320623340255,-0.7055352353104719,1.3136509279859154,3
100000611,1,1,22,1,105257,1,1,-0.5575498739242628,0.33489352542679046,-1.812048804283759,1
100000612,1,1,48,2,118788,0,0,-0.8946829904014758,2.2164636548803487,0.7886742421735783,1
100000613,1,1,29,1,162955,1,2,0.8947746827597003,0.7765944076740494,-1.9549182662051112,1
100000614,1,1,22,1,119511,1,2,0.18097656351223115,0.36351646789511294,-2.1802298297186193,1
100000615,1,1,22,1,102000,1,0,-1.160607201430409,0.35845353927139834,-1.4778039814750548,1
100000616,0,0,48,1,254449,2,1,3.6912316563350926,0.12063621320673902,0.1359376500937224,0
100000617,0,0,27,0,208446,2,2,3.0069776443344813,-1.8553164699187101,-1.5574460762641975,0
100000618,0,0,37,1,124805,1,0,0.507403540008228,-0.8706131084095076,0.8434895889572266,0
100000619,1,1,21,1,139379,1,0,-0.7113723003195493,0.5018265985647714,-1.6504312864794868,1
100000620,0,1,49,2,78296,0,0,-0.7310159781340907,1.2151430432067785,1.6126662580498399,3
100000621,0,0,27,0,125598,1,1,0.6699962864712375,-2.296135526972261,-0.42528242676484074,0
100000622,0,0,32,0,100215,1,2,1.0216902353763204,-2.2996763551676267,-0.4035847036958208,0
100000623,0,1,38,1,130951,1,2,1.3495880512573488,0.05748999991713459,-0.7391079332983693,0
100000624,1,1,22,1,102480,1,2,-0.041292218218390436,0.28657195373237404,-2.122492223927728,1
100000625,0,0,65,2,136812,1,1,2.035221444587849,1.086002498333875,2.3702836129011953,2
100000626,0,0,35,1,106919,1,1,0.7886377137769303,-1.0504150068081994,0.47610519122891215,0
100000627,0,0,41,1,131020,1,2,1.7918250042079311,-0.794673520715549,0.38962483630057343,0
100000628,0,0,29,0,119429,1,1,0.6336021315548148,-2.262736369083463,-0.2988144833864942,0
100000629,0,0,36,1,154521,1,1,1.414435689842277,-0.7992834294609149,0.3747784333499832,0
100000630,0,0,64,2,117842,0,0,0.4857952621721624,0.9106093353278448,3.243106509439893,2
100000631,1,1,28,1,124566,1,2,0.37341405300826647,0.5719916285092747,-1.8782598604575174,1
100000632,0,0,44,1,110009,1,2,1.5912092485821019,-0.7999979407469212,0.6161030384725756,0
100000633,0,0,23,0,101210,1,1,0.2608258107880795,-2.5280346789700925,-0.5526090663509634,0
100000634,1,1,19,1,101258,1,0,-1.250603279378392,0.2675852518560253,-1.6277453087649505,1
100000635,1,1,25,1,79045,0,0,-2.1180387843701367,0.2508064107334014,-0.7015794564267649,1
100000636,0,0,47,1,110866,1,0,0.5503019830403069,-0.6285513532907342,1.4167571120171025,3
100000637,1,1,28,1,129640,1,2,0.43426197605174927,0.5965833073464578,-1.8932293364748907,1
100000638,0,0,21,0,227021,1,1,1.8094407243511832,-2.0056251268677503,-1.0642348684330996,0
100000639,1,1,34,1,108549,1,1,-0.2556708393056482,0.7191827337444617,-1.1874815292839662,1
100000640,0,0,26,0,122693,1,0,0.03936653767967757,-2.2984821020753152,-0.14080797171176265,0
100000641,1,1,27,1,35832,0,0,-2.6242769311104155,0.11261838644436493,-0.4551824725736046,1
100000642,0,0,38,1,81870,0,0,-0.7522954672763426,-1.1306068734378882,1.5808128520925917,3
100000643,0,0,40,1,179790,2,2,3.1016951629780016,-0.5002518062373674,-0.35668475927733995,0
100000644,0,1,33,1,107158,1,1,0.36021894990323206,-0.16241873162658244,-0.5958006422649813,0
100000645,0,1,32,1,136638,2,1,1.434088750098726,0.03996265499300776,-1.283258698980813,0
100000646,0,0,27,0,158147,1,2,1.6276991466620563,-2.178775913525676,-0.8473469146518708,0
100000647,0,1,32,1,132587,1,2,1.2175942624737142,-0.11241078609388148,-1.0525926709273667,0
100000648,1,1,26,1,128140,1,2,0.3624944205892003,0.5310432367858454,-1.9903430451789887,1
100000649,0,0,38,1,117405,1,1,0.9772509607364362,-0.9066604685701587,0.6048758374875535,0
100000650,0,0,40,1,68475,0,0,-0.8810548644732311,-1.1304564544908025,1.730971871150786,3
100000651,0,0,50,1,201656,2,2,3.6052838054293073,-0.09437881947000994,0.09793880920719442,0
100000652,0,0,37,1,86967,0,0,-0.7166171642243504,-1.1354871922158876,1.5144058849192963,3
100000653,0,0,45,1,118006,1,1,1.1439707658360985,-0.6908870669259282,0.9704210003116676,0
100000654,0,0,42,1,223630,2,2,3.697999905460483,-0.23471959319816568,-0.39146096644621237,0
100000655,0,0,35,1,110442,1,0,0.2567266445555715,-0.990840652062375,0.794569115862852,3
100000656,0,0,22,0,115691,1,2,0.96720103984056,-2.524967998474927,-0.9689119996456809,0
100000657,0,0,41,1,80232,0,0,-0.7128654584766216,-1.0444356252864841,1.7469273113205792,3
100000658,0,0,37,1,187647,1,1,1.840839946097993,-0.6103026263300293,0.3268777831692682,0
100000659,1,1,28,1,138952,1,1,-0.019943497798960024,0.6816430087364944,-1.595286116144367,1
100000660,0,0,41,1,162772,1,2,2.175318364211851,-0.641628591002963,0.29481882286698724,0
100000661,0,1,23,1,111862,1,1,0.1791007297964504,-0.4407096594227929,-1.130407550729131,0
100000662,0,1,23,1,90051,1,1,-0.09848750049873255,-0.5414427423791554,-1.0594000216018984,1
100000663,0,0,50,1,121400,1,1,1.2964335416218864,-0.5217188556962756,1.2236822271057672,0
100000664,0,0,35,1,137000,2,2,2.430374450882208,-0.845946163018359,-0.47443182552388014,0
100000665,1,1,50,2,105031,0,0,-1.0549617121538952,2.2232973940051193,0.9511940863423484,1
100000666,0,0,27,0,172153,2,2,2.5167575881079327,-2.01414181722477,-1.4275240531051412,0
100000667,0,0,34,1,170184,1,1,1.544477319645956,-0.7803958599311366,0.22869661743549127,0
100000668,1,1,27,1,123279,1,1,-0.24743665266945208,0.5804748025694455,-1.5945599265180457,1
100000669,0,0,43,1,140795,1,0,0.8183695154068039,-0.6052268937747709,1.1184363529845358,0
100000670,0,0,47,1,144456,1,0,0.9565388538227529,-0.4668163147893977,1.3162368719632542,0
100000671,0,0,27,0,104773,0,0,-0.9068410185027723,-2.4414320582438083,0.5171020888368405,3
100000672,0,0,31,0,153353,1,1,1.0842352381826459,-2.036955773908121,-0.29321795992000227,0
100000673,0,0,42,1,223018,2,1,3.119558868273516,-0.19613515181199484,-0.0620682058021796,0
100000674,0,1,24,1,129177,1,2,0.9735864501184999,-0.36574479199399273,-1.4536759321739867,0
100000675,0,0,41,1,114475,0,1,0.2705383254413591,-0.9205381035734724,1.31762706097909,3
100000676,1,1,26,1,161323,2,1,0.9310042437546541,0.8237817297331866,-2.308061081215708,1
100000677,0,0,33,1,135765,1,2,1.6376218733841774,-1.0060025824748033,-0.03219725358702333,0
100000678,0,1,24,1,158421,1,0,0.22397550401914856,-0.15391656247166885,-0.902186240419498,1
100000679,0,0,64,2,103941,0,0,0.2799436082511024,0.8553910796348158,3.3003847187083872,2
100000680,1,1,26,1,101783,1,2,0.008627693978039,0.4150338806751663,-1.896881239127191,1
100000681,1,1,56,2,126531,1,1,0.6293738774103882,2.565904202797285,0.3371698539481822,2
100000682,0,0,37,1,111394,1,1,0.8581024459625011,-0.9586651485726915,0.5802227974331018,0
100000683,0,1,33,1,103577,1,2,0.8507111814550941,-0.20963115629171342,-0.897172465800222,0
100000684,0,1,47,2,149545,1,1,1.3718437241543875,1.554281427419349,0.430321412401216,2
100000685,0,0,31,0,171857,0,0,0.028994610924229395,-2.00715060428784,0.5123782316306802,3
100000686,0,0,34,1,149782,1,1,1.2740139257800018,-0.8712662302617479,0.29960766033225106,0
100000687,0,0,27,0,112470,1,1,0.46379082152578166,-2.3446195619955423,-0.36628598873108664,0
100000688,0,0,30,0,133907,1,2,1.3639405952082777,-2.1921684507033246,-0.6011955046064906,0
100000689,0,0,35,1,127849,1,1,1.0167484481872495,-0.9418709478105021,0.42386537900209986,0
100000690,0,0,31,0,160279,1,2,1.720725318734289,-2.0394531665213482,-0.6338967801056998,0
100000691,0,1,25,1,92366,1,2,0.5190012551853014,-0.5025892007912913,-1.2776709909530912,0
100000692,1,1,25,1,104794,0,0,-1.825139290080462,0.38053339599072283,-0.7709445251665419,1
100000693,0,0,29,0,133436,1,1,0.7725973198178333,-2.1858533377747222,-0.3280976209766391,0
100000694,0,0,44,1,110374,0,0,-0.28300554777424064,-0.8071330281288744,1.8154104592970828,3
100000695,0,0,28,0,104263,1,1,0.377848072569216,-2.3507858038589986,-0.2853150310567773,0
100000696,0,0,50,1,138752,1,0,0.9377515236305952,-0.3974151870719059,1.4982766522536053,0
100000697,0,0,29,0,102723,1,0,-0.17913894899322022,-2.289331386958311,0.09521957384793121,3
100000698,1,1,38,1,46297,0,0,-2.271722423397994,0.5051619166072353,0.1009660642593322,1
100000699,0,0,24,0,96425,1,1,0.1836413562123205,-2.5075945345772626,-0.46832164829064843,0
100000700,0,0,40,1,158197,2,1,2.234070587384854,-0.5516876974628877,0.05022058721591941,0
100000701,1,1,29,1,98008,0,0,-1.8244283358893825,0.47209194598459225,-0.5372632959647851,1
100000702,0,0,46,1,157473,1,0,1.0796357119120532,-0.43096476678193557,1.2296048725411906,0
100000703,1,1,47,2,149306,1,0,0.138524773976198,2.4403644013721975,0.12022157986989622,2
100000704,0,0,41,1,139236,1,1,1.290796047703284,-0.7044692982329687,0.7047959875783621,0
100000705,1,1,32,1,125890,1,2,0.43823092838503924,0.7131479731540585,-1.6547308037461983,1
100000706,1,1,35,1,173124,1,1,0.5473874693297374,1.0607351930664073,-1.3279622678867198,1
100000707,0,0,24,0,164621,1,1,1.0449139590591965,-2.1905678343027972,-0.68757346110242,0
100000708,1,1,25,1,124539,1,1,-0.30150322930447476,0.5330916157006627,-1.6934185561889834,1
100000709,1,1,25,1,107614,1,1,-0.5170414411258897,0.4549659036634351,-1.638262120071276,1
100000710,0,0,37,1,88849,0,0,-0.7274161822564791,-1.1160063383409908,1.5227183918126022,3
100000711,0,0,32,0,148566,2,2,2.3056343101437227,-1.9633129719453681,-1.0780308861837906,0
100000712,1,1,35,1,106515,1,2,0.25719510514588007,0.7157647537793859,-1.433062915285569,1
100000713,0,0,46,1,150465,2,1,2.2665119604133404,-0.40312054894713656,0.39267961410558655,0
100000714,0,0,25,0,60868,0,0,-1.5362777353834887,-2.6972350846920703,0.5655128838138604,3
100000715,0,0,27,0,255198,2,2,3.5420768492417083,-1.6207939286021116,-1.6847567040293243,0
100000716,0,0,63,2,183178,1,1,2.5234692311213744,1.2567960994499836,2.1377706812741843,2
100000717,0,0,40,1,121448,1,2,1.5933520702021513,-0.8525676791610963,0.390693820447233,0
100000718,0,0,32,0,129975,2,2,2.0653490306754105,-2.0480327767366875,-1.015978112148909,0
100000719,0,0,31,0,132950,1,2,1.3563094318521942,-2.160517155442259,-0.5380273872036079,0
100000720,0,1,31,1,169314,1,1,1.0579667151646337,0.07864861691608674,-0.8832680814429558,0
100000721,0,0,34,1,147958,2,1,1.9530644063574054,-0.7770909601505553,-0.22548520312830753,0
100000722,1,1,24,1,139896,1,2,0.42138122586368015,0.5385398645120335,-2.1148006824105345,1
100000723,1,1,24,1,68028,0,0,-2.333666036041242,0.18585480272520974,-0.6963197981030792,1
100000724,1,1,66,3,133328,0,0,-0.18750347919280227,3.9389753643289414,2.132464329975786,2
100000725,1,1,21,1,108518,1,2,-0.04810607625701044,0.30294791844785873,-2.169330523314574,1
100000726,1,1,41,2,112700,0,0,-1.2016809382953675,1.997219349281452,0.4702632328824804,1
100000727,0,1,47,2,110190,0,0,-0.4361284273776608,1.3219469817640885,1.4310805840962557,2
100000728,1,1,25,1,105104,1,1,-0.5602844235033749,0.4468812640911458,-1.6253960538684218,1
100000729,1,1,59,2,184753,1,1,1.4092562964106472,2.9351752275288647,0.3172907184262238,2
100000730,0,1,36,1,162521,1,2,1.6403609466749534,0.16279480049290562,-0.9196424909737938,0
100000731,0,0,33,1,156794,1,1,1.31307247344835,-0.8607850164882949,0.23568863336741067,0
100000732,0,0,21,0,65827,0,0,-1.5763440255561614,-2.79223213740242,0.34447064037159986,3
100000733,1,1,44,2,88490,0,0,-1.4441191027790352,1.9774647344106642,0.7076167608644061,1
100000734,1,1,28,1,154919,1,2,0.6972619369155225,0.7315652020115937,-1.951126144651678,1
100000735,1,1,37,1,129058,1,0,-0.5427453813219876,0.9607594691030314,-0.7503963252407496,1
100000736,1,1,29,1,77532,0,0,-2.105403794025,0.38385101389209264,-0.46213478605181163,1
100000737,1,1,23,1,235417,2,2,2.32556647959037,1.0490912707724522,-3.013027807045594,0
100000738,0,0,35,1,113468,0,0,-0.4776546653549411,-1.0575370299599787,1.345095772410108,3
100000739,0,0,45,1,190803,2,2,3.2994647389548715,-0.27985711011520065,-0.10676247573693462,0
100000740,1,1,26,1,121423,0,0,-1.619606671215042,0.4967121430438056,-0.760602678951151,1
100000741,0,0,32,0,121347,1,1,0.6595614316324366,-2.141909135944349,-0.11987479157990731,0
100000742,0,0,23,0,67408,0,0,-1.5161114464777046,-2.7224167502871204,0.4465419038954443,3
100000743,0,0,41,1,123043,1,1,1.061819702944564,-0.7721499632733781,0.7670239979784075,0
100000744,0,0,22,0,128387,1,2,1.0757869360630599,-2.4498789123254796,-0.9882245007871248,0
100000745,0,0,30,0,250050,2,1,2.9686555890956923,-1.5101901539424554,-1.1808421823149022,0
100000746,0,0,28,0,69588,0,0,-1.375476317167912,-2.5599801172503893,0.7022500485782297,3
100000747,1,1,23,1,109547,1,1,-0.561364681081694,0.4103251877409578,-1.7398012616057474,1
100000748,1,1,37,1,78840,0,0,-1.911422917850145,0.6347029760415058,-0.04453733994694263,1
100000749,0,0,26,0,131122,1,0,0.0811997988353299,-2.239235760925908,-0.14105719711544643,0
100000750,0,0,33,1,115403,1,1,0.7760581508583023,-1.0487708408143468,0.3746918971354194,0
100000751,1,1,49,2,110291,1,2,0.7790756872153417,2.253627270100966,-0.2819281806140775,2
100000752,1,1,23,1,64811,0,0,-2.414938923967176,0.14603491584142575,-0.7310314432758774,1
100000753,1,1,23,1,86015,0,0,-2.146255859819228,0.24433090781068495,-0.7995725768184612,1
100000754,1,1,25,1,142438,1,2,0.4575875316743604,0.5865666642017755,-2.062735384646502,1
100000755,0,0,55,1,159303,1,1,1.8380871859416246,-0.17764791953201328,1.3853739986187965,0
100000756,1,1,32,1,104957,1,1,-0.4174223303971936,0.6636514437893329,-1.2514581440101493,1
100000757,0,0,74,2,89502,0,0,0.28059615961488227,1.10628372752647,3.890189574473788,2
100000758,0,0,39,1,121313,1,1,0.9847381758461994,-0.838011278234634,0.6716508013766057,0
100000759,0,0,31,0,98102,1,0,-0.22877896707020332,-2.2385540017325587,0.23033782027399627,3
100000760,0,0,35,1,94554,1,1,0.551439744597705,-1.0827383701370732,0.5495302536194865,0
100000761,1,1,59,2,162591,1,1,1.1086641967944626,2.8385760067038532,0.3971431640246943,2
100000762,1,1,24,1,106629,1,2,-0.02502556419017352,0.39204406904165173,-1.9969328521722702,1
100000763,0,0,24,0,70400,0,0,-1.4676093871849996,-2.6743509503524945,0.4944128573311375,3
100000764,0,0,30,0,235660,2,2,3.333843718342025,-1.6111302798180278,-1.4521193454649994,0
100000765,0,1,27,1,121747,1,2,0.8939922327395461,-0.2922567374849011,-1.2498785104482266,0
100000766,0,1,40,1,85060,0,0,-1.1143797768236583,-0.08798250702035121,0.7351125791148747,3
100000767,0,1,31,1,87630,0,0,-1.2899579114267183,-0.3487978443892357,0.2558085906081658,3
100000768,1,1,31,1,119673,1,0,-0.8200853666298878,0.7415365134711382,-1.0258896025295625,1
100000769,0,0,28,0,126060,1,2,1.1696901728573734,-2.2740741204762256,-0.660317251526929,0
100000770,0,0,63,2,96145,0,0,0.10342681270592524,0.8059001578951316,3.295940615769494,2
100000771,1,1,26,1,114830,1,0,-0.9987272870227738,0.5680784391305994,-1.2712183684815423,1
100000772,1,1,25,1,194461,2,2,1.8306414362596262,0.9267327647285967,-2.7667439185792917,0
100000773,0,0,36,1,150158,2,2,2.5553325360047334,-0.7344975087037107,-0.4376655825390661,0
100000774,0,0,52,1,136323,1,2,2.024980244310195,-0.40929783896912986,0.9848927210166085,0
100000775,0,0,66,2,111858,0,0,0.36918946036103373,0.970496550314498,3.4032793296726056,2
100000776,1,1,25,1,100198,1,0,-1.210607132356872,0.47098394928712045,-1.274863725838959,1
100000777,0,0,37,1,123452,1,2,1.5136999543503153,-0.9231149849892848,0.24203603873184407,0
100000778,1,1,25,1,120723,1,1,-0.3918435262466354,0.5284368752268777,-1.663637629281932,1
100000779,0,0,38,1,215639,2,1,2.8701578516315065,-0.331874662292181,-0.22120799696786295,0
100000780,1,1,67,3,166712,1,1,1.5084796840938548,4.1923917765713075,1.2280435628149124,2
100000781,0,0,25,0,136300,1,1,0.664046664302131,-2.2775421171742005,-0.5249421816930585,0
100000782,0,0,60,2,166988,1,2,2.768473634509235,1.065293062286046,1.7269449848541427,2
100000783,0,0,31,0,77265,0,0,-1.230911876177607,-2.4266223804485643,0.8436138360264859,3
100000784,1,1,23,1,85967,0,0,-2.165411764425216,0.24986674157291938,-0.7917106487184649,1
